Day,Revenue
1,0
2,0.000793191
3,0.825541786
4,0.32033228
5,1.082554085
6,0.107653784
7,0.493901361
8,0.376698452
9,0.304074848
10,0.591747849
11,0.731018901
12,1.111586215
13,0.960902689
14,0.964013419
15,0.979731886
16,1.085546892
17,1.262549787
18,1.331183307
19,1.411429732
20,1.709116779
21,1.735783527
22,1.760959886
23,2.558601513
24,1.48420495
25,2.089944633
26,2.840568572
27,2.162204307
28,3.113269737
29,2.746580938
30,3.079242819
31,2.647838543
32,3.118230798
33,2.442888497
34,3.042407809
35,3.012894439
36,3.290825745
37,3.274029416
38,3.586805202
39,3.170426377
40,3.572077947
41,2.693130469
42,2.399656142
43,2.433776379
44,2.593848576
45,3.323496491
46,2.951387252
47,3.216948781
48,2.877026963
49,3.057523831
50,2.858495329
51,2.533082553
52,3.223959721
53,2.973617615
54,3.360834071
55,2.31040157
56,1.843596513
57,1.631977575
58,1.644604449
59,1.497246827
60,1.267859555
61,1.587253694
62,2.131085418
63,1.995083459
64,2.330776602
65,1.742724907
66,2.588660848
67,1.505169543
68,2.226315816
69,2.973069578
70,2.72388059
71,2.964093274
72,3.88820192
73,3.938590458
74,5.138308366
75,5.482323172
76,6.133334991
77,6.366939393
78,6.434758029
79,6.102308899
80,6.236527145
81,6.815921859
82,7.07286465
83,6.274130876
84,7.375977982
85,6.916245052
86,7.408050282
87,7.863842943
88,6.783895049
89,7.583081086
90,7.763779393
91,7.344577122
92,7.982311471
93,6.946042709
94,7.495289393
95,7.450862838
96,6.82734429
97,7.095401048
98,6.322858273
99,6.453783819
100,6.90142039
101,6.364222316
102,6.487956156
103,6.055526889
104,6.416777674
105,6.695885552
106,6.381637205
107,6.151061938
108,6.604086168
109,7.181114215
110,7.946744172
111,8.034009599
112,8.034351705
113,7.944531429
114,7.573324241
115,7.164514393
116,6.309727531
117,7.418626769
118,7.00182315
119,8.029547488
120,7.330337859
121,7.606007772
122,7.110366293
123,7.131337879
124,6.76488602
125,7.260526894
126,7.544141343
127,7.33093608
128,7.568258573
129,7.486801358
130,8.117012517
131,7.415766826
132,7.780389211
133,7.830950713
134,7.92206928
135,7.76971031
136,8.176501818
137,7.753128355
138,7.44780328
139,6.606752799
140,7.60677813
141,7.157498503
142,7.218478047
143,7.485049457
144,7.152312945
145,7.506441261
146,7.029261517
147,7.06516091
148,6.585496947
149,6.108246159
150,5.913673164
151,6.844251596
152,5.936896508
153,7.146617054
154,5.698388374
155,6.41938589
156,5.351951701
157,6.013657257
158,5.676967765
159,5.362054145
160,5.136908683
161,6.13872931
162,5.468684959
163,5.457250359
164,6.305916197
165,6.15007653
166,6.565829307
167,6.966321242
168,6.31170634
169,5.943952602
170,5.841843614
171,6.681780332
172,5.664625151
173,5.481281548
174,5.671976498
175,5.188018593
176,5.609863758
177,4.907574806
178,5.437139336
179,5.298284266
180,5.412603871
181,5.674703941
182,6.233395622
183,5.964008868
184,6.223849962
185,6.179556586
186,5.921670524
187,6.277405791
188,5.871568903
189,5.816199182
190,6.43853443
191,5.90074056
192,6.213554554
193,5.561818866
194,6.015062568
195,6.245567733
196,5.617964732
197,6.047722333
198,5.328600654
199,5.984050593
200,5.718670217
201,6.168549778
202,6.419179952
203,6.770455873
204,6.460004712
205,5.973167431
206,5.589806569
207,5.966559897
208,6.50841071
209,5.914158993
210,6.137185499
211,6.701932741
212,6.481133865
213,6.502357716
214,7.223705866
215,6.832373048
216,6.946346894
217,6.239278536
218,7.064640345
219,6.695172714
220,5.680079038
221,6.412772263
222,5.811691619
223,6.18833241
224,5.280124523
225,6.278287558
226,6.708512399
227,6.524116876
228,6.378960244
229,6.434691767
230,6.47520127
231,7.384317349
232,7.651861894
233,8.701207113
234,7.591809144
235,8.133817813
236,7.353039585
237,7.544987314
238,7.065749819
239,7.550080449
240,7.568530826
241,6.781578804
242,6.518598196
243,6.365795463
244,6.779827762
245,6.517114237
246,6.705527436
247,7.092380299
248,7.058309661
249,6.544608743
250,7.42956329
251,7.721857658
252,6.502133156
253,7.391609269
254,6.989221405
255,7.45339929
256,7.591757865
257,7.766084958
258,8.361602643
259,8.037333381
260,8.959983524
261,9.15113802
262,8.905577837
263,9.415349311
264,9.724684431
265,10.09011507
266,10.25465961
267,9.549328447
268,10.08531775
269,10.86821621
270,10.43282617
271,11.15156592
272,10.64484963
273,10.96487737
274,11.68964623
275,10.89802648
276,11.15595137
277,11.12450766
278,11.45453995
279,10.88066325
280,11.39306098
281,11.55030041
282,11.35877212
283,11.40012934
284,10.80415319
285,10.95113957
286,10.00965452
287,10.63852616
288,10.11305364
289,10.0095536
290,10.2115207
291,10.17354697
292,9.849481019
293,10.24676663
294,9.835264689
295,10.49314322
296,9.603350087
297,9.24876006
298,9.401037919
299,9.939871378
300,10.13535112
301,9.647129671
302,10.78557055
303,9.760365268
304,10.3869437
305,10.4788635
306,10.57752336
307,10.47291662
308,10.40893697
309,9.654938495
310,9.834805834
311,9.425696511
312,9.55456512
313,10.10855667
314,9.526518729
315,10.03160103
316,9.68084097
317,9.70637883
318,8.587347032
319,9.048395345
320,8.263694395
321,9.0399819
322,9.163766036
323,9.518616967
324,8.592423729
325,8.600153773
326,8.899976886
327,9.491880902
328,9.119437222
329,10.17182049
330,10.15898941
331,10.88522035
332,10.05228172
333,10.22987502
334,9.841212706
335,10.49074993
336,10.19191851
337,10.01436423
338,9.99085923
339,10.02681131
340,9.525744753
341,9.765642634
342,9.555497572
343,9.11228015
344,8.759691125
345,9.249328093
346,8.77552317
347,9.854105527
348,10.25335772
349,9.9843748
350,11.06398076
351,10.71010619
352,11.25761409
353,10.60928267
354,11.32932884
355,11.16053242
356,11.33996004
357,11.54239828
358,11.79270684
359,11.70526835
360,11.89753587
361,11.78967252
362,11.61994787
363,11.96826033
364,12.28792621
365,12.43813368
366,11.99189083
367,11.85068671
368,12.26622586
369,11.15803183
370,12.11997933
371,11.76873233
372,11.12803578
373,10.86603266
374,10.23757712
375,10.14320748
376,10.46689075
377,10.69625935
378,10.45534182
379,10.83652579
380,10.71043553
381,11.51680064
382,11.29962526
383,12.04357266
384,12.37934218
385,12.06734366
386,11.21216257
387,10.75617064
388,10.85446209
389,10.62193078
390,10.39052456
391,11.32402028
392,11.23435857
393,10.63505592
394,11.86507245
395,11.64172029
396,12.27268843
397,12.12051353
398,12.51634578
399,11.95056055
400,12.22118708
401,12.27182008
402,12.28144634
403,12.05270478
404,12.42338133
405,11.85932698
406,11.73912658
407,11.92291
408,12.157616
409,11.79346872
410,11.9430778
411,11.36953639
412,11.64293102
413,10.89965094
414,11.51358095
415,10.95912682
416,10.31231737
417,10.77773788
418,11.03581856
419,11.04543669
420,11.63735871
421,11.84817774
422,11.30317125
423,10.85196452
424,11.58185214
425,10.9251649
426,11.58242318
427,11.714175
428,11.85870991
429,12.4743538
430,13.28181359
431,12.38885091
432,12.69666202
433,12.75891555
434,12.79436534
435,13.03626492
436,12.61389051
437,13.20618288
438,11.33646421
439,12.33494046
440,12.2952658
441,12.27980845
442,12.42600982
443,12.25776278
444,11.87191996
445,12.67618483
446,12.1142837
447,11.96338146
448,12.44743229
449,12.72511952
450,12.5116333
451,12.17234837
452,11.97771742
453,12.23245368
454,12.37410985
455,12.98195912
456,12.49576931
457,13.41855217
458,12.310697
459,11.70179391
460,12.4746098
461,12.30447328
462,11.91232484
463,12.06182155
464,11.82917264
465,11.82716412
466,12.1895535
467,11.78537286
468,11.63884845
469,11.63896413
470,11.88642246
471,11.85488462
472,11.84609015
473,11.74862167
474,11.87811409
475,12.20198435
476,11.45912015
477,12.34953765
478,11.87079189
479,12.42081087
480,12.85218592
481,12.79460121
482,13.62608898
483,13.22768706
484,13.67048893
485,13.02040072
486,14.02855963
487,13.70373558
488,13.14141166
489,14.58439135
490,12.99860149
491,13.94233027
492,13.35883336
493,13.14583676
494,13.14194539
495,13.78288481
496,13.2471014
497,12.91791795
498,13.08170823
499,12.56804083
500,12.74694261
501,12.35284367
502,12.98090483
503,12.90913353
504,12.5920623
505,12.53504785
506,12.85674512
507,12.26760949
508,11.98661548
509,12.52412042
510,12.66745399
511,12.25648214
512,11.91079143
513,11.78397433
514,11.92127457
515,12.158925
516,11.81057468
517,11.88975226
518,11.69825461
519,12.17167502
520,11.82052751
521,11.15347885
522,11.23717709
523,11.15107411
524,11.08064513
525,11.64138463
526,11.64244469
527,11.37726013
528,12.70618117
529,12.65099724
530,12.6903084
531,13.02786915
532,12.80178234
533,13.42265358
534,12.80727665
535,12.80567703
536,11.92365881
537,12.49031206
538,12.71389921
539,12.53482273
540,13.43723176
541,13.63800734
542,12.95851121
543,13.00209354
544,12.19453438
545,12.65658197
546,12.26725363
547,12.46538558
548,11.52944628
549,11.91740943
550,11.38219886
551,11.26626767
552,11.76828749
553,11.87538744
554,12.58730685
555,12.39629138
556,12.80282887
557,12.24385654
558,12.67030902
559,13.31219796
560,13.31603826
561,13.04627103
562,12.75132567
563,12.78686786
564,13.44438984
565,13.73178244
566,13.10876341
567,14.05092571
568,13.78269338
569,14.17450212
570,14.56967641
571,13.67098592
572,13.98910617
573,14.24029335
574,13.93475205
575,14.02469716
576,14.41839801
577,13.5356501
578,13.66849178
579,13.60088212
580,13.93891958
581,14.05218356
582,13.52047837
583,13.08264299
584,13.50488575
585,13.68482591
586,13.15290319
587,13.31029028
588,12.66560082
589,13.66065769
590,13.22188221
591,13.66726695
592,13.90272062
593,13.08160973
594,14.04196943
595,14.31322806
596,15.11370708
597,14.55937527
598,14.47191087
599,14.00773834
600,14.38743999
601,14.48840167
602,14.65165077
603,14.51457225
604,14.92224878
605,14.19465212
606,14.1137927
607,13.64436482
608,14.57006597
609,13.70952729
610,14.0105535
611,14.42484355
612,13.71071969
613,13.30590294
614,13.70184262
615,13.4939323
616,13.60321536
617,12.709116
618,12.56578173
619,12.29204511
620,12.49372294
621,12.22476014
622,12.37883736
623,11.86318822
624,11.95917661
625,11.6136404
626,10.92231613
627,10.69381706
628,9.796640702
629,10.02455082
630,10.25129418
631,10.16837721
632,10.12922394
633,10.03817646
634,9.946258256
635,9.819163247
636,10.96613807
637,10.27845019
638,10.87216455
639,10.58298221
640,10.5051701
641,10.58489695
642,10.31046583
643,10.18655992
644,10.63566981
645,10.58623485
646,10.49470146
647,10.53012782
648,11.6697284
649,10.93910566
650,11.25043349
651,11.10082439
652,11.56193798
653,12.00135944
654,11.9636437
655,12.67651716
656,12.59589118
657,13.50372538
658,12.52480966
659,13.58617103
660,13.65152094
661,13.50747349
662,13.6003226
663,12.91172575
664,13.12942153
665,12.88747154
666,12.57004373
667,12.38921609
668,12.52303613
669,12.78698765
670,12.90053284
671,13.72420584
672,13.53927692
673,12.96144201
674,12.60190222
675,13.19403382
676,13.02494603
677,11.95978435
678,13.04856333
679,12.09273847
680,12.74880565
681,12.15194817
682,13.68801758
683,12.68174728
684,13.25007071
685,12.52233421
686,12.87797176
687,12.74760906
688,13.95946905
689,12.95734948
690,14.3575701
691,14.31367533
692,14.4417502
693,14.89664447
694,15.49596954
695,15.12120536
696,15.81472479
697,14.95180243
698,15.69224206
699,15.32256273
700,15.48148898
701,15.0779299
702,15.26982882
703,15.56393486
704,15.70968355
705,16.27057613
706,15.86464801
707,16.79198088
708,16.44669768
709,15.57683314
710,16.51737488
711,16.79290034
712,16.69296483
713,17.15234138
714,17.90318899
715,17.47106673
716,17.14585013
717,17.94883403
718,18.15476909
719,17.76881703
720,17.25084632
721,17.95227784
722,17.25593422
723,17.58362651
724,16.82175807
725,17.45905614
726,16.76127825
727,16.93155866
728,17.49066618
729,16.80363798
730,16.1948135
731,16.6207985